name,token,normalizedName
INDIAN LINK CHAIN MANUFACTURES LTD.,504746,indian link chain manufactures
INVESTMENT & PRECISION CASTINGS LTD.,504786,investment precision castings
INFORMED TECHNOLOGIES INDIA LTD.,504810,informed technologies
Mahindra Ugine Steel Co.ltd.,504823,mahindra ugine steel co
KAIRA CAN CO.LTD.,504840,kaira can co
ORISSA SPONGE IRON & STEEL LTD.,504864,orissa sponge iron steel
Orient Ceratech Ltd,504879,orient ceratech
NATIONAL STANDARD (INDIA) LTD.,504882,national standard
RATHI STEEL & POWER LTD.,504903,rathi steel power
Duncan Engineering Ltd,504908,duncan engineering
SANDUR MANGANESE & IRON ORES LTD.,504918,sandur manganese iron ores
STOVEC INDUSTRIES LTD.,504959,stovec
STEWARTS & LLOYDS OF INDIA LTD.,504960,stewarts lloyds of
TAYO ROLLS LTD.,504961,tayo rolls
TINPLATE COMPANY OF INDIA LTD.,504966,tinplate company of
Cholamandalam Financial Holdings Ltd,504973,cholamandalam financial holdings
WELCAST STEELS LTD.,504988,welcast steels
VIDARBHA IRON & STEEL CORPORATION LTD.,504991,vidarbha iron steel corporation
WESTERN MINISTIL LTD.,504998,western ministil
AUTOMOTIVE AXLES LTD.,505010,automotive axles
ATLAS CYCLES (HARYANA) LTD.,505029,atlas cycles haryana
AUTOMOBILE CORPORATION OF GOA LTD.,505036,automobile corporation of goa
Clutch Auto Ltd.,505052,clutch auto
SETCO AUTOMOTIVE LTD.,505075,setco automotive
SCOOTERS INDIA LTD.,505141,scooters
TALBROS AUTOMOTIVE COMPONENTS LTD.,505160,talbros automotive components
Z.F.STEERING GEAR (INDIA) LTD.,505163,z f steering gear
SML ISUZU LIMITED,505192,sml isuzu
TIL LTD.,505196,til
EICHER MOTORS LTD.,505200,eicher motors
JAINEX AAMCOL LTD.,505212,jainex aamcol
ALFRED HERBERT (INDIA) LTD.,505216,alfred herbert
CIMMCO LTD.,505230,cimmco
Veljan Denison Limited,505232,veljan denison
DYNAMATIC TECHNOLOGIES LTD.,505242,dynamatic technologies
G.G.DANDEKAR MACHINE WORKS LTD.,505250,g g dandekar machine works
GMM PFAUDLER LTD.,505255,gmm pfaudler
KIRLOSKAR PNEUMATIC CO.LTD.,505283,kirloskar pneumatic co
Tulive Developers Limited,505285,tulive developers
KPT Industries Ltd,505299,kpt
LAKSHMI AUTOMATIC LOOM WORKS LTD.,505302,lakshmi automatic loom works
LYNX MACHINERY & COMMERCIALS LTD.,505320,lynx machinery commercials
MANUGRAPH INDIA LTD.,505324,manugraph
Mirch Technologies (India) Ltd,505336,mirch technologies
MONOTYPE INDIA LTD.,505343,monotype
NESCO LTD.,505355,nesco
INTEGRA ENGINEERING INDIA LTD.,505358,integra engineering
REVATHI EQUIPMENT LTD.,505368,revathi equipment
TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,505400,texmaco infrastructure holdings
WENDT (INDIA) LTD.,505412,wendt
PS IT Infrastructure & Services Limited,505502,ps it infrastructure services
SINDU VALLEY TECHNOLOGIES LTD.,505504,sindu valley technologies
Axon Ventures Ltd,505506,axon ventures
RESPONSIVE INDUSTRIES LTD.,505509,responsive
Shree Shaleen Textiles Limited,505513,shree shaleen textiles
SHYAMKAMAL INVESTMENTS LTD.,505515,shyamkamal investments
HEM HOLDINGS & TRADING LTD.,505520,hem holdings trading
MAHARASHTRA CORPORATION LTD.,505523,maharashtra corporation
Parichay Investments Ltd.,505525,parichay investments
Dolat Algotech Ltd,505526,dolat algotech
SHYAMAL HOLDINGS & TRADING LTD.,505529,shyamal holdings trading
PRISM INFORMATICS LTD.,505530,prism informatics
Westlife Foodworld Ltd,505533,westlife foodworld
ZEE ENTERTAINMENT ENTERPRISES LTD.,505537,zee entertainment enterprises
IMC FINANCE LTD.,505539,imc finance
Goldcrest Corporation Limited,505576,goldcrest corporation
W W Technology Holdings Ltd.,505583,w w technology holdings
KOVALAM INVESTMENT & TRADING CO.LTD.,505585,kovalam investment trading co
SVP Global Textiles Ltd,505590,svp global textiles
Shreekrishna Biotech Ltd.,505592,shreekrishna biotech
MULTIPLUS HOLDINGS LTD.,505594,multiplus holdings
SKYLINE MILLARS LTD.,505650,skyline millars
REMI PROCESS PLANT & MACHINERY LTD.,505658,remi process plant machinery
ABC BEARINGS LTD.,505665,abc bearings
BIMETAL BEARINGS LTD.,505681,bimetal bearings
TAPARIA TOOLS LTD.,505685,taparia tools
BHARAT GEARS LTD.,505688,bharat gears
BRADY & MORRIS ENGINEERING CO.LTD.,505690,brady morris engineering co
La Tim Metal & Industries Ltd,505693,la tim metal
ELECON ENGINEERING CO.LTD.,505700,elecon engineering co
DECCAN BEARINGS LTD.,505703,deccan bearings
GRAUER & WEIL (INDIA) LTD.,505710,grauer weil
GAJRA BEVEL GEARS LTD.,505711,gajra bevel gears
Him Teknoforge Ltd,505712,him teknoforge
GABRIEL INDIA LTD.,505714,gabriel
HERCULES HOISTS LTD.,505720,hercules hoists
Algoquant Fintech Ltd,505725,algoquant fintech
IFB INDUSTRIES LTD.,505726,ifb
SINGER INDIA LTD.,505729,singer
INTERNATIONAL COMBUSTION (INDIA) LTD.,505737,international combustion
FEDERAL-MOGUL GOETZE (INDIA) LTD.,505744,federal mogul goetze
JOST'S ENGINEERING CO.LTD.,505750,jost s engineering co
Schaeffler India Ltd,505790,schaeffler
MIPCO SEAMLESS RINGS (GUJARAT) LTD.,505797,mipco seamless rings gujarat
RANE HOLDINGS LTD.,505800,rane holdings
ROLCON ENGINEERING CO.LTD.,505807,rolcon engineering co
REIL ELECTRICALS INDIA LTD.,505817,reil electricals
SNL BEARINGS LTD.,505827,snl bearings
JAIPAN INDUSTRIES LTD.,505840,jaipan
MANGAL CREDIT AND FINCORP LTD.,505850,mangal credit and fincorp
TRF LTD.,505854,trf
WPIL LTD.,505872,wpil
KENNAMETAL INDIA LTD.,505890,kennametal
Hindustan Hardy Ltd,505893,hindustan hardy
VISHAL MALLEABLES LTD.,505930,vishal malleables
TRITON VALVES LTD.,505978,triton valves
HINDUJA FOUNDRIES LTD.,505982,hinduja foundries
SUDAL INDUSTRIES LTD.,506003,sudal
JRI Industries & Infrastructure Limited,506016,jri industries infrastructure
PRAKASH INDUSTRIES LTD.,506022,prakash
Hariyana Ventures Ltd,506024,hariyana ventures
BHORUKA ALUMINIUM LTD.,506027,bhoruka aluminium
MAHESH AGRICULTURE IMPLEMENTS & STEEL FORGE LTD.,506041,mahesh agriculture implements steel forge
Arshiya Limited,506074,arshiya
GRINDWELL NORTON LTD.,506076,grindwell norton
LAKSHMI PRECISION SCREWS LTD.,506079,lakshmi precision screws
ANUP MALLEABLE LTD.,506087,anup malleable
VICTORIA ENTERPRISES LTD.,506103,victoria enterprises
STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,506105,stanrose mafatlal investments and finance
PRECIOUS TRADING & INVESTMENTS LTD.,506107,precious trading investments
GENESYS INTERNATIONAL CORPORATION LTD.,506109,genesys international corporation
Lifeline Drugs & Pharma Ltd.,506113,lifeline drugs pharma
ALNA TRADING & EXPORTS LTD.,506120,alna trading exports
Pankaj Piyush Trade & Investment Ltd,506122,pankaj piyush trade investment
PARNAX LAB LTD.,506128,parnax lab
INDIACO VENTURES LTD.,506131,indiaco ventures
INTELLIVATE CAPITAL VENTURES LTD.,506134,intellivate capital ventures
VYAPAR INDUSTRIES LTD.,506142,vyapar
VISAGAR POLYTEX LTD.,506146,visagar polytex
ASIS LOGISTICS LIMITED,506159,asis logistics
ISHWARSHAKTI HOLDINGS & TRADERS LTD.,506161,ishwarshakti holdings traders
TERRAFORM MAGNUM LTD.,506162,terraform magnum
APIS INDIA LTD.,506166,apis
Hiran Orgochem Ltd.,506170,hiran orgochem
Velox Industries Ltd,506178,velox
Emergent Industrial Solutions Ltd,506180,emergent industrial solutions
KANANI INDUSTRIES LTD.,506184,kanani
Galaxy Cloud Kitchens Ltd,506186,galaxy cloud kitchens
SARVAMANGAL MERCANTILE CO.LTD.,506190,sarvamangal mercantile co
Arihant Superstructures Limited,506194,arihant superstructures
VIKSIT ENGINEERING LTD.,506196,viksit engineering
BLISS GVS PHARMA LTD.,506197,bliss gvs pharma
Styrenix Performance Materials Ltd,506222,styrenix performance materials
Rhodia Specialty Chemicals India Ltd.,506230,rhodia specialty chemicals
ALEMBIC LTD.,506235,alembic
AMINES & PLASTICIZERS LTD.,506248,amines plasticizers
ANUH PHARMA LTD.,506260,anuh pharma
Modison Ltd,506261,modison
BAYER CROPSCIENCE LTD.,506285,bayer cropscience
Sashwat Technocrats Limited,506313,sashwat technocrats
BORAX MORARJI LTD.,506315,borax morarji
CHEMO PHARMA LABORATORIES LTD.,506365,chemo pharma laboratories
Heubach Colorants India Ltd,506390,heubach colorants
COROMANDEL INTERNATIONAL LTD.,506395,coromandel international
DEEPAK NITRITE LTD.,506401,deepak nitrite
DMCC Speciality Chemicals Ltd,506405,dmcc speciality chemicals
Fermenta Biotech Ltd,506414,fermenta biotech
GUJARAT CARBON & INDUSTRIES LTD.,506457,gujarat carbon
GOCL Corporation Ltd,506480,gocl corporation
JAYSHREE CHEMICALS LTD.,506520,jayshree chemicals
J.L.MORISON (INDIA) LTD.,506522,j l morison
KANORIA CHEMICALS & INDUSTRIES LTD.,506525,kanoria chemicals
KELTECH ENERGIES LTD.,506528,keltech energies
KEMP & COMPANY LTD.,506530,kemp
NITTA GELATIN INDIA LTD.,506532,nitta gelatin
M.P.AGRO INDUSTRIES LTD.,506543,m p agro
ORIENTAL CARBON & CHEMICALS LTD.,506579,oriental carbon chemicals
PCBL Ltd,506590,pcbl
AMAL LTD.,506597,amal
POLYCHEM LTD.,506605,polychem
Sunrise Asian Limited,506615,sunrise asian
PUNJAB CHEMICALS AND CROP PROTECTION LTD.,506618,punjab chemicals and crop protection
Gujchem Distillers India Ltd.,506640,gujchem distillers
SADHANA NITROCHEM LTD.,506642,sadhana nitrochem
SUDARSHAN CHEMICAL INDUSTRIES LTD.,506655,sudarshan chemical
ULTRAMARINE & PIGMENTS LTD.,506685,ultramarine pigments
TRANSPEK INDUSTRY LTD.,506687,transpek industry
UNICHEM LABORATORIES LTD.,506690,unichem laboratories
Zandu Realty Limited,506720,zandu realty
MYSORE PETRO CHEMICALS LTD.,506734,mysore petro chemicals
ALKYL AMINES CHEMICALS LTD.,506767,alkyl amines chemicals
Fulford (india) Ltd.,506803,fulford
Tuticorin Alkali Chemicals And Fertilizers Ltd,506808,tuticorin alkali chemicals and fertilizers
ASTRAZENECA PHARMA INDIA LTD.,506820,astrazeneca pharma
Aikyam Intellectual Property Consultancy Limited,506822,aikyam intellectual property consultancy
Primo Chemicals Ltd,506852,primo chemicals
TANFAC INDUSTRIES LTD.,506854,tanfac
GUJARAT PETROSYNTHESE LTD.,506858,gujarat petrosynthese
SWADESHI INDUSTRIES LEASING CO.LTD.,506863,swadeshi industries leasing co
MASTER CHEMICALS LTD.,506867,master chemicals
SHREEJAL INFO HUBS LTD.,506874,shreejal info hubs
GUJARAT THEMIS BIOSYN LTD.,506879,gujarat themis biosyn
CHEMFAB ALKALIS LTD.,506894,chemfab alkalis
JAYSYNTH DYESTUFF (INDIA) LTD.,506910,jaysynth dyestuff
MAKERS LABORATORIES LTD.,506919,makers laboratories
CONTINENTAL CHEMICALS LTD.,506935,continental chemicals
Kappac Pharma Ltd.,506938,kappac pharma
J.B.CHEMICALS & PHARMACEUTICALS LTD.,506943,j b chemicals pharmaceuticals
INDO GULF INDUSTRIES LTD.,506945,indo gulf
ADVANCE PETROCHEMICALS LTD.,506947,advance petrochemicals
B&B Realty Limited,506971,b b realty
RAJASTHAN PETRO SYNTHETICS LTD.,506975,rajasthan petro synthetics
BLUE CHIP TEX INDUSTRIES LTD.,506981,blue chip tex
Twilight Litaka Pharma Ltd.,506985,twilight litaka pharma
NOBLE EXPLOCHEM LTD.,506991,noble explochem
JAGATJIT INDUSTRIES LTD.,507155,jagatjit
KESAR ENTERPRISES LTD.,507180,kesar enterprises
TILAKNAGAR INDUSTRIES LTD.,507205,tilaknagar
OUDH SUGAR MILLS LTD.,507260,oudh sugar mills
Emerald Leisures Ltd,507265,emerald leisures
RAVALGAON SUGAR FARM LTD.,507300,ravalgaon sugar farm
SAKTHI SUGARS LTD.,507315,sakthi sugars
Vishnu Sugar Mills Ltd.,507405,vishnu sugar mills
WALCHANDNAGAR INDUSTRIES LTD.,507410,walchandnagar
KHODAY INDIA LTD.,507435,khoday
IFB AGRO INDUSTRIES LTD.,507438,ifb agro
DHARANI SUGARS & CHEMICALS LTD.,507442,dharani sugars chemicals
SIMBHAOLI SUGARS LTD.,507446,simbhaoli sugars
THIRU AROORAN SUGARS LTD.,507450,thiru arooran sugars
UNITED BREWERIES (HOLDINGS) LTD.,507458,united breweries holdings
KOTHARI FERMENTATION & BIOCHEM LTD.,507474,kothari fermentation biochem
CAPROLACTAM CHEMICALS LTD.,507486,caprolactam chemicals
G.M.BREWERIES LTD.,507488,g m breweries
RANA SUGARS LTD.,507490,rana sugars
PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,507498,piccadily sugar allied
GIRDHARILAL SUGAR & ALLIED INDUSTRIES LTD.,507506,girdharilal sugar allied
RIGA SUGAR COMPANY LTD.,507508,riga sugar
SOM DISTILLERIES & BREWERIES LTD.,507514,som distilleries breweries
C.J.GELATINE PRODUCTS LTD.,507515,c j gelatine products
MOUNT SHIVALIK INDUSTRIES LTD.,507522,mount shivalik
AMRIT CORP.LTD.,507525,amrit corp
ASSOCIATED ALCOHOLS & BREWERIES LTD.,507526,associated alcohols breweries
EASTERN SUGAR & INDUSTRIES LTD.,507528,eastern sugar
COROMANDEL AGRO PRODUCTS & OILS LTD.,507543,coromandel agro products oils
FOODS & INNS LTD.,507552,foods inns
IVP LTD.,507580,ivp
Kovilpatti Lakshmi Roller Flour Mills Ltd,507598,kovilpatti lakshmi roller flour mills
OLYMPIC OIL INDUSTRIES LTD.,507609,olympic oil
MILKFOOD LTD.,507621,milkfood
POLSON LTD.,507645,polson
RASOI LTD.,507649,rasoi
Ratnamani Agro Industries Ltd,507652,ratnamani agro
SAGAR SOYA PRODUCTS LTD.,507663,sagar soya products
WIPRO LTD.,507685,wipro
ORIENT BEVERAGES LTD.,507690,orient beverages
DHANUKA AGRITECH LTD.,507717,dhanuka agritech
TTK HEALTHCARE LTD.,507747,ttk healthcare
TGV Sraac Ltd,507753,tgv sraac
LIME CHEMICALS LTD.,507759,lime chemicals
KANPUR PLASTIPACK LTD.,507779,kanpur plastipack
TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,507785,tainwala chemicals plastics
JAGSONPAL PHARMACEUTICALS LTD.,507789,jagsonpal pharmaceuticals
KHAITAN CHEMICALS & FERTILIZERS LTD.,507794,khaitan chemicals fertilizers
UNITED LEASING & INDUSTRIES LTD.,507808,united leasing
NATIONAL OXYGEN LTD.,507813,national oxygen
GILLETTE INDIA LTD.,507815,gillette
WIRES & FABRIKS (SA) LTD.,507817,wires fabriks sa
Ansal Housing Ltd,507828,ansal housing
COMPUTER POINT LTD.,507833,computer point
MAC CHARLES (INDIA) LTD.,507836,mac charles
ADDI INDUSTRIES LTD.,507852,addi
PIONEER INVESTCORP LTD.,507864,pioneer investcorp
Lloyds Finance Ltd.,507870,lloyds finance
ASHNOOR TEXTILE MILLS LTD.,507872,ashnoor textile mills
UNITECH LTD.,507878,unitech
V.I.P.INDUSTRIES LTD.,507880,v i p
DHRUV ESTATES LTD.,507886,dhruv estates
WINSOME DIAMONDS AND JEWELLERY LTD.,507892,winsome diamonds and jewellery
SCHABLONA INDIA LTD.,507894,schablona
FIBERWEB (INDIA) LTD.,507910,fiberweb
LKP Finance Limited,507912,lkp finance
EAST BUILDTECH LTD.,507917,east buildtech
Sri Arumuga Enterprise Limited,507918,sri arumuga enterprise
MANIPAL FINANCE CORPORATION LTD.,507938,manipal finance corporation
BAJAJ STEEL INDUSTRIES LTD.,507944,bajaj steel
KIDUJA INDIA LTD.,507946,kiduja
KEY CORP LTD.,507948,key corp
SHIKHAR LEASING & TRADING LTD.,507952,shikhar leasing trading
GUJARAT HOTELS LTD.,507960,gujarat hotels
Rajath Finance Limited,507962,rajath finance
RAS RESORTS & APART HOTELS LTD.,507966,ras resorts apart hotels
Jolly Plastic Industries Ltd.,507968,jolly plastic
PARAMOUNT COSMETICS (INDIA) LTD.,507970,paramount cosmetics
JINDAL HOTELS LTD.,507981,jindal hotels
SER INDUSTRIES LTD.,507984,ser
JUPITER INDUSTRIES & LEASING LTD.,507987,jupiter industries leasing
SIMMONDS MARSHALL LTD.,507998,simmonds marshall
B & A LTD.,508136,b a
LEDO TEA CO.LTD.,508306,ledo tea co
HAWKINS COOKERS LTD.,508486,hawkins cookers
WARREN TEA LTD.,508494,warren tea
COCHIN MALABAR ESTATES & INDUSTRIES LTD.,508571,cochin malabar estates
BEST EASTERN HOTELS LTD.,508664,best eastern hotels
NEELAMALAI AGRO INDUSTRIES LTD.,508670,neelamalai agro
IST LTD.,508807,ist
Cosmo First Ltd,508814,cosmo first
Diamant Infrastructure Limited,508860,diamant infrastructure
NEW MARKETS ADVISORY LTD.,508867,new markets advisory
APOLLO HOSPITALS ENTERPRISE LTD.,508869,apollo hospitals enterprise
Nitin Castings Ltd,508875,nitin castings
Zenith Capitals Ltd.,508900,zenith capitals
SMIFS CAPITAL MARKETS LTD.,508905,smifs capital markets
EVEREST INDUSTRIES LTD.,508906,everest
Ironwood Education Ltd,508918,ironwood education
MSR INDIA LTD.,508922,msr
NORTHERN PROJECTS LTD.,508924,northern projects
Joy Realty Limited,508929,joy realty
AYM Syntex Ltd,508933,aym syntex
BLUE CIRCLE SERVICES LTD.,508939,blue circle services
PANASONIC CARBON INDIA CO.LTD.,508941,panasonic carbon india co
Finkurve Financial Services Ltd,508954,finkurve financial services
HB LEASING & FINANCE CO.LTD.,508956,hb leasing finance co
SHRICON INDUSTRIES LTD.,508961,shricon
STERLING GUARANTY & FINANCE LTD.,508963,sterling guaranty finance
Sulabh Engineers & Services Ltd.,508969,sulabh engineers services
Spanco Ltd.,508976,spanco
Frontier Capital Ltd,508980,frontier capital
Linkson International Ltd.,508982,linkson international
Navneet Education Limited,508989,navneet education
KEDIA CONSTRUCTION CO.LTD.,508993,kedia construction co
SATRA PROPERTIES (INDIA) LTD.,508996,satra properties
STERLING INTERNATIONAL ENTERPRISES LTD.,508998,sterling international enterprises
TRANSOCEANIC PROPERTIES LTD.,509003,transoceanic properties
AuSom Enterprise Limited,509009,ausom enterprise
THAKRAL SERVICES (INDIA) LTD.,509015,thakral services
RUCHI INFRASTRUCTURE LTD.,509020,ruchi infrastructure
Golden Legand Leasing & Finance Ltd.,509024,golden legand leasing finance
VJTF EDUSERVICES LTD.,509026,vjtf eduservices
VOLTAIRE LEASING & FINANCE LTD.,509038,voltaire leasing finance
NETLINK SOLUTIONS (INDIA) LTD.,509040,netlink solutions
Triliance Polymers Ltd,509046,triliance polymers
LANCOR HOLDINGS LTD.,509048,lancor holdings
INDIAN INFOTECH & SOFTWARE LTD.,509051,indian infotech software
BANAS FINANCE LTD.,509053,banas finance
VISAKA INDUSTRIES LTD.,509055,visaka
INFOMEDIA PRESS LTD.,509069,infomedia press
HATHWAY BHAWANI CABLETEL & DATACOM LTD.,509073,hathway bhawani cabletel datacom
Pressman Advertising Limited,509077,pressman advertising
GUFIC BIOSCIENCES LTD.,509079,gufic biosciences
PHOTON CAPITAL ADVISORS LTD.,509084,photon capital advisors
OSWAL LEASING LTD.,509099,oswal leasing
Ari Consolidated Investments Ltd.,509110,ari consolidated investments
Dunlop India Ltd.,509130,dunlop
GOVIND RUBBER LTD.,509148,govind rubber
GRP LTD.,509152,grp
INDAG RUBBER LTD.,509162,indag rubber
MM RUBBER COMPANY LTD.,509196,mm rubber
PTL ENTERPRISES LTD.,509220,ptl enterprises
TVS SRICHAKRA LTD.,509243,tvs srichakra
Sanathnagar Enterprises Limited,509423,sanathnagar enterprises
BENARES HOTELS LTD.,509438,benares hotels
BHAGWATI OXYGEN LTD.,509449,bhagwati oxygen
Bombay Oxygen Investments Ltd,509470,bombay oxygen investments
CRAVATEX LTD.,509472,cravatex
BERGER PAINTS INDIA LTD.,509480,berger paints
CAPRIHANS INDIA LTD.,509486,caprihans
GRAPHITE INDIA LTD.,509488,graphite
ITD CEMENTATION INDIA LTD.,509496,itd cementation
Centron Industrial Alliance Ltd.,509499,centron industrial alliance
EMPIRE INDUSTRIES LTD.,509525,empire
FALCON TYRES LTD.,509527,falcon tyres
GRAVISS HOSPITALITY LTD.,509546,graviss hospitality
GAMMON INDIA LTD.,509550,gammon
Garware Technical Fibres Ltd,509557,garware technical fibres
GARWARE MARINE INDUSTRIES LTD.,509563,garware marine
GOA CARBON LTD.,509567,goa carbon
HARDCASTLE & WAUD MFG.CO.LTD.,509597,hardcastle waud mfg co
HINDUSTAN DORR-OLIVER LTD.,509627,hindustan dorr oliver
HEG LTD.,509631,heg
HINDUSTAN COMPOSITES LTD.,509635,hindustan composites
HINDUSTAN HOUSING CO.LTD.,509650,hindustan housing co
HIL LTD.,509675,hil
INDIAN CARD CLOTHING CO.LTD.,509692,indian card clothing co
INTERNATIONAL CONVEYORS LTD.,509709,international conveyors
JAY SHREE TEA & INDUSTRIES LTD.,509715,jay shree tea
MODERN SHARES & STOCKBROKERS LTD.,509760,modern shares stockbrokers
Mapro Industries Ltd.,509762,mapro
OSEASPRE CONSULTANTS LTD.,509782,oseaspre consultants
Huhtamaki India Ltd,509820,huhtamaki
PREMIER SYNTHETICS LTD.,509835,premier synthetics
PUNJAB WOOLCOMBERS LTD.,509839,punjab woolcombers
R.J.SHAH & CO.LTD.,509845,r j shah co
SHAH CONSTRUCTION CO.LTD.,509870,shah construction co
SHALIMAR PAINTS LTD.,509874,shalimar paints
SINNAR BIDI UDYOG LTD.,509887,sinnar bidi udyog
HINDOOSTAN MILLS LTD.,509895,hindoostan mills
SOUTHERN GAS LTD.,509910,southern gas
TECHNOJET CONSULTANTS LTD.,509917,technojet consultants
SUPREME INDUSTRIES LTD.,509930,supreme
THACKER & CO.LTD.,509945,thacker co
TRADE WINGS LTD.,509953,trade wings
U.p.hotels Ltd.,509960,u p hotels
VST INDUSTRIES LTD.,509966,vst
Ub Engineering Ltd.,509992,ub engineering
SWASTI VINAYAKA SYNTHETICS LTD.,510245,swasti vinayaka synthetics
